1.补充叶黄素：多吃绿叶蔬菜补充叶黄素。含叶黄素较多的蔬菜有甘蓝、菠菜，玉米等，含叶黄素较多的水果有猕猴桃，葡萄。橙子。同时注意抗氧化剂和微量元素补充<br/>2.常看方格图：如果有眼镜，请戴上。盖上一只眼，注视方格表的中央点。检查中一直注视该点。正常人所有的线条应该是直的，方格应该是同样大小的。两眼分别检查。如果发现异常，及时就诊<br/>3.倡导健康的饮食及生活方式，保证充足的睡眠，不熬夜，少食高脂食物，规律控制血压、血糖，不吸烟、少喝酒。<br/>4.目前AMD的病因尚未完全明了，但有研究表明黄斑病变与光损害有关，建议日常出行配戴深色眼镜，防止日光损害。不要在过亮光源下看书，玩手机等。 <br/>5.要避免过度的视力疲劳，不要再黑暗的环境下看书或看电视，不要让眼感到疲劳;长时间用眼后，要让眼放松一下，可以眺望、闭目养神，要让眼得到休息。　<br/>6.定期按摩眼部，可以通过眼保健操的方式，也可以搓热双手手心，闭眼后覆盖双眼，起到保健作用。<br/>7.消除不良自身因素，注意情绪的控制，保持心情舒畅。<br/>8.定期复查<br/>	______	1. Supplement lutein: Eat more green leafy vegetables to supplement lutein. Vegetables with more lutein include cabbage, spinach, corn, etc., and fruits with more lutein include kiwi fruit and grapes. orange. Also pay attention to antioxidants and trace element supplements.<br/>2. Look at the grid chart: If you have glasses, please wear them. Cover one eye and look at the center point of the grid. Keep an eye on this point during the inspection. In a normal person all lines should be straight and the squares should be the same size. Check both eyes separately. If abnormality is found, seek medical attention in time.<br/>3. Advocate a healthy diet and lifestyle, ensure adequate sleep, do not stay up late, eat less high-fat food, regularly control blood pressure and blood sugar, and do not smoke or drink alcohol. <br/>4. The etiology of AMD is not yet fully understood, but some studies have shown that macular degeneration is related to light damage. It is recommended to wear dark glasses for daily travel to prevent sunlight damage. Do not read books, play mobile phones, etc. under bright light sources. <br/>5. To avoid excessive visual fatigue, do not read books or watch TV in a dark environment, do not let your eyes feel tired; after using your eyes for a long time, let your eyes relax, you can look, close your eyes and rest your mind. Let the eyes rest. <br/>6. Regularly massage the eyes, you can do eye exercises, you can also rub your hands and palms, cover your eyes after closing your eyes, and play a health care role. <br/>7. Eliminate unfavorable self-factors, pay attention to emotional control, and maintain a comfortable mood. <br/>8. Regular review<br/>
1.每日测量血压，预防为主，因为高血压性视网膜病变主要就是因为高血压引起眼部病变，所以控制高血压病情是治疗高血压性视网膜病变最直接和根本的方法。避免因为血压过高血管压迫眼部视网膜。<br/>2. 生活注意：患者应该在生活各方面注意控制血压升高，要保证大脑的血液循环，保证血液流动的通畅，特别注意穿着的衣服 不要太过紧，以免压迫导致血液缺氧。饮食方面尤其应该注意不偏食，不挑食，而且要吃盐量少的东西，可以多吃蔬菜，多吃水 果和蛋白质含量高的食物。适当补充维生素B1、C、E，钙剂等。<br/>3. 加强体育锻炼：高血压性视网膜病症应该加强锻炼，提高身体体质，同时要注意运动量，不要做运动量过大的活动，避免血压升高，多做可以控制血压的运动，例如运动、太极拳等，运动后以不发生头晕、心慌气短，不是非常疲劳为度。运动后可以测一下心率，有一个简单的估计方法：170-年龄=最大运动心率<br/>4.平常保持平和的心态，不要轻易生气，情绪波动过大。<br/>5.定期复查	______	1. Measure blood pressure every day and focus on prevention. Because hypertensive retinopathy is mainly caused by high blood pressure, it is the most direct and fundamental way to treat hypertensive retinopathy. Avoid pressure on the retina of the eye due to high blood pressure. <br/>2. Lifestyle modification: Patients should pay attention to control the increase of blood pressure in all aspects of life, ensure the blood circulation of the brain, ensure the smooth flow of blood, and pay special attention to not wearing too tight clothes, so as not to oppress the blood and cause hypoxia . In terms of diet, you should especially pay attention not to be partial or picky, but also to eat things with less salt, more vegetables, more fruits and foods with high protein content. Appropriate supplement of vitamin B1, C, E, calcium and so on. <br/>3. Strengthen physical exercise: Hypertensive retinal disease should strengthen exercise to improve physical fitness, and at the same time pay attention to the amount of exercise, do not do excessive exercise activities, avoid high blood pressure, and do more exercises that can control blood pressure, such as Exercise, Taijiquan, etc. After exercising, do not experience dizziness, palpitation, shortness of breath, and not very tired. You can measure your heart rate after exercising. There is a simple estimation method: 170-age = maximum exercise heart rate. <br/>5. Regular review.
1.多眨眼，少注视：泪腺分泌泪水维持眼球表面潮湿，这是让眼球正常运作所必须的。频繁的眨眼，除了让泪水滋润眼球外，更有清洁的作用。因此，与其长时间注视着电脑荧幕，倒不如中间休息及多眨眼。<br/>2.把电脑屏幕设成浅绿色：多看绿色的东西有助于保护视力，长时间运用电脑工作的人易眼睛疲劳，除了随身准备一瓶人工泪液以免眼睛过于干燥，你可以把桌面、资料夹底色、浏览器外框等等，在设定中调为浅绿色调。<br/>3.维持良好的饮食习惯：不要忽略你的任何一餐，充足的营养能令眼晴得到保护及维持其运作。在日常饮食中多吃水果、坚果、绿叶蔬菜等这些含高维生素C及E的食物。维生素E能保护眼球细胞免受自由基的伤害从而避免健康组织受损，而维生素C则能防止眼部在太阳光照射下受损。<br/>4.字体大小：字体大小对视力可说是一大挑战。与其为了看清字体而将荧幕拉近眼睛，不如将字体放大令文件更易于阅读。<br/>5.减少耀眼强光：天花板上的灯管、霓虹灯、台灯，以至从窗外透进来的光，都是造成耀眼眩光及反射的元凶，易让眼部过劳。可考虑运用合适的电脑荧幕或减少光度以消退反光，使文件易于阅读。<br/>6.调整你的工作空间：调整工作空间，更好的保护眼睛。例如保持座位与电脑屏幕之间有50-65cm的距离，而屏幕的中心约在眼下方20度。又或运用电脑工作时避免直接面向无遮蔽的窗户，因为屏幕与电脑后方的光度不同会使眼部过劳及不适。<br/>7.让眼部充分休息：尽可能让眼部间歇性的休息，以及望向至少6米以外的事物。	______	1. Blink more, stare less: The lacrimal gland secretes tears to keep the eyeball surface moist, which is necessary for the eyeball to function properly. Frequent blinking, in addition to moisturizing the eyes with tears, has a more cleansing effect. Therefore, instead of staring at the computer screen for a long time, it is better to take a break and blink more. <br/>2. Set the computer screen to light green: Watching more green things will help protect your eyesight. People who work with computers for a long time are prone to eye fatigue. In addition to keeping a bottle of artificial tears with you to prevent your eyes from being too dry, you can Adjust the desktop, folder background color, browser frame, etc. to light green in the settings. <br/>3. Maintain good eating habits: Do not neglect any of your meals, adequate nutrition can protect the eyes and maintain their operation. Include more fruits, nuts, green leafy vegetables and other foods high in vitamin C and E in your daily diet. Vitamin E protects eye cells from free radical damage that can damage healthy tissue, while vitamin C protects the eye from damage from sunlight. 4. Font size: Font size can be a big challenge for eyesight. Instead of zooming the screen closer to the eye to see the font, make the document easier to read by enlarging the font. <br/>5. Reduce dazzling glare: Lamps on the ceiling, neon lights, desk lamps, and even the light coming in from the window are the culprits that cause dazzling glare and reflections, which are easy to overwork the eyes. Consider using a suitable computer screen or reducing the brightness to reduce reflections and make documents easier to read. <br/>6. Adjust your working space: Adjust the working space to better protect your eyes. For example, keep a distance of 50-65cm between the seat and the computer screen, and the center of the screen is about 20 degrees below the eyes. Or avoid facing an unshaded window when working with a computer, because the difference in brightness between the screen and the back of the computer will cause eye strain and discomfort. <br/>7. Give the eyes enough rest: let the eyes rest intermittently as much as possible, and look at things at least 6 meters away.
1.多眨眼，少注视：泪腺分泌泪水维持眼球表面潮湿，这是让眼球正常运作所必须的。频繁的眨眼，除了让泪水滋润眼球外，更有清洁的作用。因此，与其长时间注视着电脑荧幕，倒不如中间休息及多眨眼。<br/>2.把电脑屏幕设成浅绿色：多看绿色的东西有助于保护视力，长时间运用电脑工作的人易眼睛疲劳，除了随身准备一瓶人工泪液以免眼睛过于干燥，你可以把桌面、资料夹底色、浏览器外框等等，在设定中调为浅绿色调。<br/>3.维持良好的饮食习惯：不要忽略你的任何一餐，充足的营养能令眼晴得到保护及维持其运作。在日常饮食中多吃水果、坚果、绿叶蔬菜等这些含高维生素C及E的食物。维生素E能保护眼球细胞免受自由基的伤害从而避免健康组织受损，而维生素C则能防止眼部在太阳光照射下受损。<br/>4.字体大小：字体大小对视力可说是一大挑战。与其为了看清字体而将荧幕拉近眼睛，不如将字体放大令文件更易于阅读。<br/>5.减少耀眼强光：天花板上的灯管、霓虹灯、台灯，以至从窗外透进来的光，都是造成耀眼眩光及反射的元凶，易让眼部过劳。可考虑运用合适的电脑荧幕或减少光度以消退反光，使文件易于阅读。<br/>6.调整你的工作空间：调整工作空间，更好的保护眼睛。例如保持座位与电脑屏幕之间有50-65cm的距离，而屏幕的中心约在眼下方20度。又或运用电脑工作时避免直接面向无遮蔽的窗户，因为屏幕与电脑后方的光度不同会使眼部过劳及不适。<br/>7.让眼部充分休息：尽可能让眼部间歇性的休息，以及望向至少6米以外的事物。<br/>8.不要做剧烈运动，避免造成视网膜脱离，造成视力丧失。剧烈运动是无氧运动，无氧运动是指运动中出现呼吸困难，难以持续。运动中氧气摄入≤氧气消耗，从而肌肉爆发力，运动速度等短时间内提高。例如：阻力训练，器械训练等。肌肉在“缺氧”的状态下高速剧烈运动。比方说赛跑、举重、投掷、跳高、跳远、拔河、肌力训练等。由于速度过快和爆发力过猛，人体内的糖分来不及经过氧气分解，而不得不依靠“无氧供能”。这种运动会在体内产生过多的乳酸，导致肌肉疲劳不能持久，运动后感到肌肉酸痛，呼吸急促。高度近视患者注意不要参加篮球、足球、羽毛球、跳水、潜水、拳击、摔跤等相对剧烈的容易碰及头部的运动。	______	1. Blink more, stare less: The lacrimal gland secretes tears to keep the eyeball surface moist, which is necessary for the eyeball to function properly. Frequent blinking, in addition to moisturizing the eyes with tears, has a more cleansing effect. Therefore, instead of staring at the computer screen for a long time, it is better to take a break and blink more. <br/>2. Set the computer screen to light green: Watching more green things will help protect your eyesight. People who work with computers for a long time are prone to eye fatigue. In addition to keeping a bottle of artificial tears with you to prevent your eyes from being too dry, you can Adjust the desktop, folder background color, browser frame, etc. to light green in the settings. <br/>3. Maintain good eating habits: Do not neglect any of your meals, adequate nutrition can protect the eyes and maintain their operation. Include more fruits, nuts, green leafy vegetables and other foods high in vitamin C and E in your daily diet. Vitamin E protects eye cells from free radical damage that can damage healthy tissue, while vitamin C protects the eye from damage from sunlight. 4. Font size: Font size can be a big challenge for eyesight. Instead of zooming the screen closer to the eye to see the font, make the document easier to read by enlarging the font. <br/>5. Reduce dazzling glare: Lamps on the ceiling, neon lights, desk lamps, and even the light coming in from the window are the culprits that cause dazzling glare and reflections, which are easy to overwork the eyes. Consider using a suitable computer screen or reducing the brightness to reduce reflections and make documents easier to read. <br/>6. Adjust your working space: Adjust the working space to better protect your eyes. For example, keep a distance of 50-65cm between the seat and the computer screen, and the center of the screen is about 20 degrees below the eyes. Or avoid facing an unshaded window when working with a computer, because the difference in brightness between the screen and the back of the computer will cause eye strain and discomfort. <br/>7. Give the eyes enough rest: let the eyes rest intermittently as much as possible, and look at things at least 6 meters away.
1.多眨眼，少注视：泪腺分泌泪水维持眼球表面潮湿，这是让眼球正常运作所必须的。频繁的眨眼，除了让泪水滋润眼球外，更有清洁的作用。因此，与其长时间注视着电脑荧幕，倒不如中间休息及多眨眼。<br/>2.把电脑屏幕设成浅绿色：多看绿色的东西有助于保护视力，长时间运用电脑工作的人易眼睛疲劳，除了随身准备一瓶人工泪液以免眼睛过于干燥，你可以把桌面、资料夹底色、浏览器外框等等，在设定中调为浅绿色调。<br/>3.维持良好的饮食习惯：不要忽略你的任何一餐，充足的营养能令眼晴得到保护及维持其运作。在日常饮食中多吃水果、坚果、绿叶蔬菜等这些含高维生素C及E的食物。维生素E能保护眼球细胞免受自由基的伤害从而避免健康组织受损，而维生素C则能防止眼部在太阳光照射下受损。<br/>4.字体大小：字体大小对视力可说是一大挑战。与其为了看清字体而将荧幕拉近眼睛，不如将字体放大令文件更易于阅读。<br/>5.减少耀眼强光：天花板上的灯管、霓虹灯、台灯，以至从窗外透进来的光，都是造成耀眼眩光及反射的元凶，易让眼部过劳。可考虑运用合适的电脑荧幕或减少光度以消退反光，使文件易于阅读。<br/>6.调整你的工作空间：调整工作空间，更好的保护眼睛。例如保持座位与电脑屏幕之间有50-65cm的距离，而屏幕的中心约在眼下方20度。又或运用电脑工作时避免直接面向无遮蔽的窗户，因为屏幕与电脑后方的光度不同会使眼部过劳及不适。<br/>7.让眼部充分休息：尽可能让眼部间歇性的休息，以及望向至少6米以外的事物。<br/>8.不要做剧烈运动，避免造成视网膜脱离，造成视力丧失。剧烈运动是无氧运动，无氧运动是指运动中出现呼吸困难，难以持续。运动中氧气摄入≤氧气消耗，从而肌肉爆发力，运动速度等短时间内提高。例如：阻力训练，器械训练等。肌肉在“缺氧”的状态下高速剧烈运动。比方说赛跑、举重、投掷、跳高、跳远、拔河、肌力训练等。由于速度过快和爆发力过猛，人体内的糖分来不及经过氧气分解，而不得不依靠“无氧供能”。这种运动会在体内产生过多的乳酸，导致肌肉疲劳不能持久，运动后感到肌肉酸痛，呼吸急促。高度近视患者注意不要参加篮球、足球、羽毛球、跳水、潜水、拳击、摔跤等相对剧烈的容易碰及头部的运动。<br/>	______	1. Blink more, stare less: The lacrimal gland secretes tears to keep the eyeball surface moist, which is necessary for the eyeball to function properly. Frequent blinking, in addition to moisturizing the eyes with tears, has a more cleansing effect. Therefore, instead of staring at the computer screen for a long time, it is better to take a break and blink more. <br/>2. Set the computer screen to light green: Watching more green things will help protect your eyesight. People who work with computers for a long time are prone to eye fatigue. In addition to keeping a bottle of artificial tears with you to prevent your eyes from being too dry, you can Adjust the desktop, folder background color, browser frame, etc. to light green in the settings. <br/>3. Maintain good eating habits: Do not neglect any of your meals, adequate nutrition can protect the eyes and maintain their operation. Include more fruits, nuts, green leafy vegetables and other foods high in vitamin C and E in your daily diet. Vitamin E protects eye cells from free radical damage that can damage healthy tissue, while vitamin C protects the eye from damage from sunlight. 4. Font size: Font size can be a big challenge for eyesight. Instead of zooming the screen closer to the eye to see the font, make the document easier to read by enlarging the font. <br/>5. Reduce dazzling glare: Lamps on the ceiling, neon lights, desk lamps, and even the light coming in from the window are the culprits that cause dazzling glare and reflections, which are easy to overwork the eyes. Consider using a suitable computer screen or reducing the brightness to reduce reflections and make documents easier to read. <br/>6. Adjust your working space: Adjust the working space to better protect your eyes. For example, keep a distance of 50-65cm between the seat and the computer screen, and the center of the screen is about 20 degrees below the eyes. Or avoid facing an unshaded window when working with a computer, because the difference in brightness between the screen and the back of the computer will cause eye strain and discomfort. <br/>7. Give the eyes enough rest: let the eyes rest intermittently as much as possible, and look at things at least 6 meters away.
1/4~1/2患者有糖尿病家族史。	______	1/4~1/2 of the patients had a family history of diabetes.
39%的高度近视人群在75岁之前有严重的视力损伤。	______	39% of people with high myopia have severe vision impairment before age 75.
40岁以上人群。	______	People over 40 years old.
50~60岁	______	50~60 years old
<p><span class="glossary">1. 生活注意：</span>应该在生活各方面注意控制体重、血压、血脂、血糖。</p><p><span class="glossary">2. 饮食方面：</span>少食动物油，多用豆油、花生油、橄榄油等植物油。少吃蛋黄、肝脏等动物内脏、鱿鱼墨鱼等含胆固醇高的食物。减少饱和脂肪酸，适当地增加单价不饱和脂肪酸（鱼油）摄入。清淡饮食，适当补充维生素B1、C、E，钙剂等。</p><p><span class="glossary">3. 加强体育锻炼：</span>应尽量避免久坐，建议每天进行30分钟以上、每周150分钟以上的有氧体育锻炼，如步行、慢跑、骑车、练太极、跳舞等。运动后可以测一下心率，有一个简单的估计方法：170-年龄=最大运动心率。</p><p><span class="glossary">4. 健康作息：</span>早睡早起，避免久坐。</p><p><span class="glossary">5. 远离烟酒：</span>吸烟、饮酒是心血管病的主要危险因素之一。应尽量戒烟戒酒。</p><p><span class="glossary">6. 平和心态：</span>平常保持平和的心态，不要轻易生气，情绪波动过大。</p><p><span class="glossary">7. 每年检查视网膜。</span></p>	______	<p><span class="glossary">1. Lifestyle modification: </span> attention should be paid to controlling weight, blood pressure, blood lipid and blood glucose in all aspects of life.</p><p><span class="glossary">2. Diet: </span> eat less animal oil and use more vegetable oils such as soybean oil, peanut oil and olive oil. Eat less egg yolk, liver and other animal viscera, squid, cuttlefish and other foods with high cholesterol. Reduce saturated fatty acids and appropriately increase the intake of monovalent unsaturated fatty acids (fish oil). Light diet, appropriate supplement of vitamins B1, C, e, calcium, etc.</p><p><span class="glossary">3. Strengthen physical exercise: </span> sedentary should be avoided as far as possible. It is recommended to carry out aerobic physical exercise for more than 30 minutes a day and more than 150 minutes a week, such as walking, jogging, cycling, practicing Tai Chi, dancing, etc. After exercise, you can measure your heart rate. There is a simple estimation method: 170 - age = maximum exercise heart rate.</p><p><span class="glossary">4. Healthy work and rest: </span> go to bed early and get up early to avoid sedentary.</p><p><span class="glossary">5. Stay away from alcohol and tobacco: </span> smoking and drinking are one of the main risk factors of cardiovascular disease. Try to quit smoking and drinking.</p><p><span class="glossary">6. Peace of mind: </span> keep a peaceful mind at ordinary times. Don't get angry easily. Your mood fluctuates too much.</p><p><span class="glossary">7. Check the retina every year.</span></p>
<p><span class="glossary">1. 维持良好的饮食习惯：</span>黄斑中充满叶黄素，叶黄素可保护黄斑不受可见光的损害。建议多吃黄色玉米、胡萝卜、猕猴桃、深色蔬菜（紫甘蓝）等富含叶黄素的水果蔬菜。具有黄斑病变风险的人群需要补充大量叶黄素，我国2013版《中国居民膳食营养素参考摄入量》建议每日服用10毫克叶黄素。<br/>可补充维生素C、E和豆类、花生、小米等富含锌的食物。</p><p><span class="glossary">2. 少用电子产品：</span>每天累计使用电子产品时间少于4小时，尽量使用电子书阅读器代替手机看电子书，减少蓝光损害。每用眼1小时，让眼放松10分钟，可以眺望、闭目养神，让眼得到休息。</p><p><span class="glossary">3. 调整屏幕亮度：</span>根据环境光强度调整屏幕亮度，手机在夜间调成夜间模式，不要在黑暗中看电脑或手机，以减少电子屏幕的蓝光损害。</p><p><span class="glossary">4. 阳光下配戴墨镜：</span>研究表明黄斑病变与光损害有关，建议在阳光下配戴深色眼镜，防止强烈日光损害。不要在过亮光源下看书，玩手机等。</p><p><span class="glossary">5. 睡眠充足，注意用眼卫生：</span>保证睡眠规律。睡眠不足会导致眼睛结膜充血，分泌物增多，眼酸痛等结膜、角膜炎症。毛巾，脸盆，手帕等个人物品尽量专人专用，避免交叉感染引起眼部疾病。</p>	______	<p><span class="glossary">1. Maintain a good diet:</span>The macula is full of lutein, which protects the macula from visible light damage. It is recommended to eat more lutein-rich fruits and vegetables such as yellow corn, carrots, kiwi, dark vegetables (purple cabbage). People at risk of macular degeneration need to supplement a large amount of lutein. The 2013 edition of "Chinese Residents' Dietary Nutrient Reference Intakes" recommends taking 10 mg of lutein daily. <br/>Can supplement vitamin C, E and foods rich in zinc such as beans, peanuts, millet, etc. </p><p><span class="glossary">2. Use less electronic products: </span>Use electronic products for less than 4 hours a day, try to use e-book readers instead of mobile phones to read e-books to reduce Blue light damage. For every 1 hour of eye use, let your eyes relax for 10 minutes, you can look at something far away and close your eyes, and let your eyes rest. </p><p><span class="glossary">3. Adjust the screen brightness: </span>Adjust the screen brightness according to the ambient light intensity, the mobile phone will be set to night mode at night, do not look at the computer or mobile phone in the dark, to reduce blue light damage to electronic screens. </p><p><span class="glossary">4. Wearing sunglasses in the sun: </span>Research shows that macular degeneration is related to photodamage. It is recommended to wear dark glasses in the sun to prevent damage from strong sunlight . Do not read books, play mobile phones, etc. under bright light sources. </p><p><span class="glossary">5. Get enough sleep and pay attention to eye hygiene: </span>Ensure regular sleep. Lack of sleep can lead to conjunctival congestion, increased secretions, eye soreness and other conjunctival and corneal inflammation. Towels, washbasins, handkerchiefs and other personal items should be used for personal use as much as possible to avoid cross-infection and eye diseases. </p>
